No,Words,English_word,image,,,,,,
3447,ఉరుము,thunder,thunder_lightning.png,3,5,2,2,2021-06-26 09:18:16,2021-06-26 09:18:16
3448,మేఘధ్వని,thunder,thunder_lightning.png,4,8,3,3,2021-06-26 09:18:16,2021-06-26 09:18:16
3449,అన్నపానములు,food and beverages,food_and_berages.jpg,6,11,3,3,2021-06-26 09:21:01,2021-06-26 09:21:01
3450,తపాలాచెక్కలు,tapala chekkalu,tapala_chekkalu.jpg,6,12,3,3,2021-06-26 14:18:47,2021-06-26 14:18:47
3451,సర్వపిండి,tapala chekkalu,tapala_chekkalu.jpg,4,9,3,3,2021-06-26 14:18:47,2021-06-26 14:18:47
3452,ఊరు,village,village2.jpg,2,3,2,2,2021-06-26 19:03:08,2021-06-26 19:03:08
3453,అడుగు,foot,foot_print.png,3,5,2,2,2021-06-26 19:03:54,2021-06-26 19:03:54
3454,కోశాగారం,treasury,treasury_2.jpg,4,8,2,2,2021-06-26 19:08:00,2021-06-26 19:08:00
3455,కన్నతల్లి,mother,mother.png,4,9,4,4,2021-06-26 19:08:46,2021-06-26 19:08:46
3456,అమ్మానాన్నలు,parents,parents.jpg,5,12,4,4,2021-06-26 19:19:59,2021-06-26 19:19:59
3457,గాటు,wound,wound.png,2,4,2,2,2021-06-26 19:20:52,2021-06-26 19:20:52
3458,గాయము,wound,wound.png,3,5,2,2,2021-06-26 19:20:52,2021-06-26 19:20:52
3459,ఊరువు,thigh,thigh.png,3,5,2,2,2021-06-26 19:21:56,2021-06-26 19:21:56
3460,తొడ,thigh,thigh.png,2,3,2,2,2021-06-26 19:21:56,2021-06-26 19:21:56
3461,అర్చన,archana,archana_puja.jpg,3,5,3,3,2021-06-26 19:28:51,2021-06-26 19:28:51
3462,పూజ,archana,archana_puja.jpg,2,3,2,2,2021-06-26 19:28:51,2021-06-26 19:28:51
3463,ఆరాధన,archana,archana_puja.jpg,4,5,2,2,2021-06-26 19:28:51,2021-06-26 19:28:51
3464,ఉపాసన,archana,archana_puja.jpg,4,5,2,2,2021-06-26 19:28:51,2021-06-26 19:28:51
3465,అన్నదాత,farmer,farmer2.jpg,4,7,3,3,2021-06-26 19:31:08,2021-06-26 19:31:08
3466,ఉరుకులు,hurrying up,hurry_up.png,4,7,2,2,2021-06-26 19:33:56,2021-06-26 19:33:56
3467,పరుగులు,hurrying up,hurry_up.png,4,7,2,2,2021-06-26 19:33:56,2021-06-26 19:33:56
3468,ఆఖరు,end,last_rank.JPG,3,4,2,2,2021-06-27 05:28:25,2021-06-27 05:28:25
3469,చివర,end,last_rank.JPG,3,4,2,2,2021-06-27 05:28:25,2021-06-27 05:28:25
3470,అంత్యము,end,last_rank.JPG,3,7,3,3,2021-06-27 05:34:01,2021-06-27 05:34:01
3471,కడపటి,last,last_rank.JPG,4,5,2,2,2021-06-27 05:34:49,2021-06-27 05:34:49
3472,అలసట,exhustion,exhaustion.jpg,4,4,1,1,2021-06-27 05:49:42,2021-06-27 05:49:42
3473,అలపు.ఆయాసము,exhustion,exhaustion.jpg,8,11,2,2,2021-06-27 05:49:42,2021-06-27 05:49:42
3474,బడలిక,exhustion,exhaustion.jpg,4,5,2,2,2021-06-27 05:49:42,2021-06-27 05:49:42
3475,ఉన్నవారు,rich people,rich_people.JPG,4,8,3,3,2021-06-27 05:49:42,2021-06-27 05:49:42
3476,ధనవంతులు,rich people,rich_people.JPG,5,8,2,2,2021-06-27 05:49:42,2021-06-27 05:49:42
3477,గాదె,grain storage,grain_storage (2).png,2,4,2,2,2021-06-27 05:49:42,2021-06-27 05:49:42
3478,అరుగు,pedastal,veedhi_arugu.jpg,3,5,2,2,2021-06-27 05:49:42,2021-06-27 05:49:42
3479,గానకచేరి.సంగీతసభ,concert,concert_music_ensemble.png,11,16,2,2,2021-06-27 08:19:17,2021-06-27 08:19:17
3480,పాటకచేరి,concert,concert_music_ensemble.png,5,8,2,2,2021-06-27 08:19:17,2021-06-27 08:19:17
3481,మన్నన,felicitation,felicitation2.JPG,3,5,3,3,2021-06-27 08:23:43,2021-06-27 08:23:43
3482,సన్మానము,felicitation,felicitation2.JPG,4,8,4,4,2021-06-27 08:23:43,2021-06-27 08:23:43
3483,సమ్మానము,felicitation,felicitation2.JPG,4,8,4,4,2021-06-27 08:23:43,2021-06-27 08:23:43
3484,గానకచేరి,concert,concert_music_ensemble.png,5,8,2,2,2021-06-27 08:24:37,2021-06-27 08:24:37
3485,సంగీతసభ,concert,concert_music_ensemble.png,5,7,2,2,2021-06-27 08:24:37,2021-06-27 08:24:37
3486,అన్నయ్య,brother,brother.JPG,3,7,3,3,2021-06-27 08:48:26,2021-06-27 08:48:26
3487,అగ్రజుడు,brother,brother.JPG,4,8,3,3,2021-06-27 08:48:26,2021-06-27 08:48:26
3488,అన్న,brother,brother.JPG,2,4,3,3,2021-06-27 08:48:26,2021-06-27 08:48:26
3489,జ్యేష్ఠసోదరుడు,brother,brother.JPG,6,14,4,4,2021-06-27 08:48:26,2021-06-27 08:48:26
3490,చెల్లి,sister,sister.JPG,2,6,4,4,2021-06-27 08:49:57,2021-06-27 08:49:57
3491,చెల్లెలు,sister,sister.JPG,3,8,4,4,2021-06-27 08:49:57,2021-06-27 08:49:57
3492,అనుజ,sister,sister.JPG,3,4,2,2,2021-06-27 08:49:57,2021-06-27 08:49:57
3493,గానుగ,oil mill,oil_mill_animal_powered_ganuga.jpg,3,5,2,2,2021-06-27 08:51:48,2021-06-27 08:51:48
3494,తైలయంత్రం,oil mill,oil_mill_animal_powered_ganuga.jpg,4,9,4,4,2021-06-27 08:51:48,2021-06-27 08:51:48
3495,ఆడకూతురు,girl,baby_girl (3).png,5,8,2,2,2021-06-27 08:52:35,2021-06-27 08:52:35
3496,అగసాలి,gold smith,gold_smith.PNG,4,6,2,2,2021-06-27 09:00:29,2021-06-27 09:00:29
3497,స్వర్ణకారుడు,gold smith,gold_smith.PNG,5,12,3,3,2021-06-27 09:00:29,2021-06-27 09:00:29
3498,విశ్వకర్మ,viswakarma,viswakarma.jpg,4,9,3,3,2021-06-27 09:00:29,2021-06-27 09:00:29
3499,అన్నమయ్య,annamayya,annamayya.JPG,4,8,3,3,2021-06-27 09:02:23,2021-06-27 09:02:23
3500,వాగ్గేయకారుడు,annamayya,annamayya.JPG,6,13,4,4,2021-06-27 09:02:23,2021-06-27 09:02:23
3501,గాబు,water container,gaabu_bath_tub.PNG,2,4,2,2,2021-06-27 09:05:36,2021-06-27 09:05:36
3502,గాబుతొట్టి,water container,gaabu_bath_tub.PNG,4,10,4,4,2021-06-27 09:05:36,2021-06-27 09:05:36
3503,ఆదరువు,support,support_friendship.png,4,6,2,2,2021-06-27 09:07:07,2021-06-27 09:07:07
3504,ఆధారము,support,support_friendship.png,4,6,2,2,2021-06-27 09:07:07,2021-06-27 09:07:07
3505,ఆసరా,support,support_friendship.png,3,4,2,2,2021-06-27 09:07:07,2021-06-27 09:07:07
3506,అండ,support,support_friendship.png,2,3,2,2,2021-06-27 09:07:07,2021-06-27 09:07:07
3507,ఆలంబము,support,support_friendship.png,4,6,2,2,2021-06-27 09:07:07,2021-06-27 09:07:07
3508,క్షతగాత్రి,injured woman,injured_woman.jpg,4,10,4,4,2021-06-27 10:18:11,2021-06-27 10:18:11
3509,క్షతగాత్రుడు,injured man,injured_man.jpg,5,12,4,4,2021-06-27 10:18:11,2021-06-27 10:18:11
3510,గాలిపటం,kite,kite_2.png,4,7,2,2,2021-06-27 10:19:34,2021-06-27 10:19:34
3511,పతంగి,kite,kite_2.png,3,5,2,2,2021-06-27 10:19:34,2021-06-27 10:19:34
3512,అన్నవస్త్రములు,food and clothes,food_and_clothes.jpg,6,14,5,5,2021-06-28 07:10:00,2021-06-28 07:10:00
3513,బ్రహ్మాండవిచ్ఛిన్నవాదం,big bang theory,big_bang_theory.jpg,8,22,5,5,2021-06-28 07:12:59,2021-06-28 07:12:59
3514,గాజులపెట్టె,box of bangles,bangles_box.jpg,5,11,4,4,2021-07-03 07:01:49,2021-07-03 07:01:49
3515,చొరబాటుదారుడు,illegal crossing,migrant_illegal.jpg,7,13,2,2,2021-07-03 07:06:04,2021-07-03 07:06:04
3516,కొబ్బరికోరు,coconut powder,coconut_powder..JPG,5,11,3,3,2021-07-03 20:48:50,2021-07-03 20:48:50
3517,అక్కసు,jealousy,jealousy.jpg,3,6,3,3,2021-07-03 22:06:16,2021-07-03 22:06:16
3518,ఈర్ష్య,jealousy,jealousy.jpg,2,6,5,5,2021-07-03 22:06:16,2021-07-03 22:06:16
3519,ఉన్నవాళ్ళు,rich people,rich_people.JPG,4,10,4,4,2021-07-03 22:06:36,2021-07-03 22:06:36
3520,తొట్రుపాటు,,stress_at_work.jpg,4,10,4,4,2021-07-03 22:08:57,2021-07-03 22:08:57
3521,ఆందోళన,,stress_at_work.jpg,4,6,2,2,2021-07-03 22:08:57,2021-07-03 22:08:57
3522,కంగారు,,stress_at_work.jpg,3,6,2,2,2021-07-03 22:08:57,2021-07-03 22:08:57
3523,చెరకుగడ,sugar cane,sugar_cane (2).jpg,5,7,2,2,2021-07-03 22:09:18,2021-07-03 22:09:18
3524,చిన్నకాకరకాయ,chinna kakarakaya,chinna_kakarakaya.jpg,7,12,3,3,2021-07-03 22:36:13,2021-07-03 22:36:13
3525,అస్వస్థత,sickness,sick.png,4,8,3,3,2021-07-03 22:41:52,2021-07-03 22:41:52
3526,వెన్నపాలకాయలు,venna pala kayalu,venna_palakayalu.jpg,7,13,3,3,2021-07-03 22:42:41,2021-07-03 22:42:41
3527,ఇరుగుపొరుగులు,neighbors,neighbors.png,7,13,2,2,2021-07-03 22:43:16,2021-07-03 22:43:16
3528,అస్థి,bone,bone.png,2,5,4,4,2021-07-04 06:54:29,2021-07-04 06:54:29
3529,ఎముక,bone,bone.png,3,4,2,2,2021-07-04 06:54:29,2021-07-04 06:54:29
3530,బొమిక,bone,bone.png,3,5,2,2,2021-07-04 06:54:29,2021-07-04 06:54:29
3531,మక్కె,bone,bone.png,2,5,4,4,2021-07-04 06:54:29,2021-07-04 06:54:29
3532,జన్నపుగొంగ,shiva,lord_shiva.PNG,5,10,3,3,2021-07-04 06:55:01,2021-07-04 06:55:01
3533,ఆజ్ఞ,order,order.JPG,2,4,3,3,2021-07-04 06:59:58,2021-07-04 06:59:58
3534,ఉత్తరువు,order,order.JPG,4,8,3,3,2021-07-04 06:59:58,2021-07-04 06:59:58
3535,ఆన,order,order.JPG,2,2,1,1,2021-07-04 06:59:58,2021-07-04 06:59:58
3536,శాసనము,order,order.JPG,4,6,2,2,2021-07-04 06:59:58,2021-07-04 06:59:58
3537,అనుశాసనము,order,order.JPG,6,9,2,2,2021-07-04 06:59:58,2021-07-04 06:59:58
3538,గాభరా,fear,fear.jpg,3,5,2,2,2021-07-04 07:04:05,2021-07-04 07:04:05
3539,చిన్ననాటిఆటలు,childhood games,childrens_games.jpeg,7,13,3,3,2021-07-04 08:50:32,2021-07-04 08:50:32
3540,చమురుగిడ్డంగి,oil storage,oil_barrels.JPG,6,13,4,4,2021-07-04 08:52:11,2021-07-04 08:52:11
3541,పొగాకు,cigarleaf,cigar_leaf.jpg,3,6,2,2,2021-07-04 08:54:37,2021-07-04 08:54:37
3542,కాసరకాయలు,chinna kakarakaya,chinna_kakarakaya.jpg,6,9,2,2,2021-07-04 12:03:44,2021-07-04 12:03:44
3543,అర్థశాస్త్రము;ఆర్థికశాస్త్రము,economics,economics.JPG,12,29,5,5,2021-07-05 14:28:00,2021-07-05 14:28:00
3544,కన్నతండ్రి,biological father,biological_father.png,4,10,4,4,2021-07-05 14:55:53,2021-07-05 14:55:53
3545,రేవుగుర్రము,donkey,donkey.png,5,11,3,3,2021-07-05 14:58:12,2021-07-05 14:58:12
3546,అర్థశాస్త్రం,economics,economics.JPG,4,12,6,6,2021-07-05 14:59:10,2021-07-05 14:59:10
3547,చారు,soup,soup2.JPG,2,4,2,2,2021-07-05 15:01:26,2021-07-05 15:01:26
3548,అర్జీ,petition,petition.jpg,2,5,4,4,2021-07-05 15:19:49,2021-07-05 15:19:49
3549,విజ్ఞాపన,petition,petition.jpg,4,8,4,4,2021-07-05 15:19:49,2021-07-05 15:19:49
3550,విజ్ఞాపనము,petition,petition.jpg,5,10,4,4,2021-07-05 15:19:49,2021-07-05 15:19:49
3551,పరాన్నభుక్కులు,,,6,14,4,4,2021-07-05 15:19:49,2021-07-05 15:19:49
3552,చిరునవ్వు,,,4,9,4,4,2021-07-05 15:19:49,2021-07-05 15:19:49
3553,అరవము,tamil,tamil_language.JPG,4,5,2,2,2021-07-05 15:38:04,2021-07-05 15:38:04
3554,అరవభాష.తమిళము,tamil,tamil_language.JPG,10,13,2,2,2021-07-05 15:38:04,2021-07-05 15:38:04
3555,ద్రావిడము,tamil,tamil_language.JPG,4,9,4,4,2021-07-05 15:38:04,2021-07-05 15:38:04
3556,వేల్పుమిన్న,brahma,brahma.PNG,4,11,4,4,2021-07-05 15:38:04,2021-07-05 15:38:04
3557,హంగామా,commotion,commotion.jpg,3,6,2,2,2021-07-05 15:38:04,2021-07-05 15:38:04
3558,హడావిడి,commotion,commotion.jpg,4,7,2,2,2021-07-05 15:38:04,2021-07-05 15:38:04
3559,పొడి,powder,powder_crushed.png,2,4,2,2,2021-07-05 15:38:04,2021-07-05 15:38:04
3560,చూరు,edge of a roof,edge_of_a_roof.jpg,2,4,2,2,2021-07-05 15:38:04,2021-07-05 15:38:04
3561,హింగు,inguva,inguva.jpg,2,5,3,3,2021-07-06 17:32:51,2021-07-06 17:32:51
3562,ఇంగిలీకము,inguva,inguva.jpg,5,9,2,2,2021-07-06 17:32:51,2021-07-06 17:32:51
3563,ఇంగువ,inguva,inguva.jpg,3,5,2,2,2021-07-06 17:32:51,2021-07-06 17:32:51
3564,అన్నాతమ్ములు,brothers,brothers.png,5,12,4,4,2021-07-06 17:58:40,2021-07-06 17:58:40
3565,షణ్ముఖుడు,kumaraswamy,kumara_swamy.jpeg,4,9,4,4,2021-07-06 18:03:51,2021-07-06 18:03:51
3566,కుమారస్వామి,kumaraswamy,kumara_swamy.jpeg,5,11,4,4,2021-07-06 18:03:51,2021-07-06 18:03:51
3567,కార్తికేయుడు,kumaraswamy,kumara_swamy.jpeg,5,12,4,4,2021-07-06 18:03:51,2021-07-06 18:03:51
3568,శిఖివాహనుడు,kumaraswamy,kumara_swamy.jpeg,6,11,2,2,2021-07-06 18:03:51,2021-07-06 18:03:51
3569,స్కందుడు,kumaraswamy,kumara_swamy.jpeg,3,8,4,4,2021-07-06 18:03:51,2021-07-06 18:03:51
3570,జన్నపుగాపరి,srirama,lord_rama.jpeg,6,11,3,3,2021-07-07 09:49:26,2021-07-07 09:49:26
3571,సీతాపతి,srirama,lord_rama.jpeg,4,7,2,2,2021-07-07 09:49:26,2021-07-07 09:49:26
3572,రఘురాముడు,srirama,lord_rama.jpeg,5,9,2,2,2021-07-07 09:49:26,2021-07-07 09:49:26
3573,కిన్నర,lute,kinnera_lute.jpg,3,6,3,3,2021-07-07 09:51:19,2021-07-07 09:51:19
3574,కిన్నెర,lute,kinnera_lute.jpg,3,7,4,4,2021-07-07 09:51:19,2021-07-07 09:51:19
3575,కన్నవిటి,blind man,blindness.PNG,4,8,3,3,2021-07-07 09:59:13,2021-07-07 09:59:13
3576,గుడ్డివాడు,blind man,blindness.PNG,4,10,4,4,2021-07-07 09:59:13,2021-07-07 09:59:13
3577,అంధుడు,blind man,blindness.PNG,3,6,2,2,2021-07-07 09:59:13,2021-07-07 09:59:13
3578,భిన్నపత్రము,compound leaf,compound_leaf.JPG,5,11,3,3,2021-07-07 10:41:53,2021-07-07 10:41:53
3579,పన్నగారి,garutmantuDu,garuthmantuDu.jpg,4,8,3,3,2021-07-07 10:46:35,2021-07-07 10:46:35
3580,పన్నగాశనుడు,garutmantuDu,garuthmantuDu.jpg,6,11,3,3,2021-07-07 10:49:57,2021-07-07 10:49:57
3581,పొట్టిటెంకాయచెట్టు,short coconut tree,short_coconut_tree.jpg,7,18,4,4,2021-07-07 10:52:26,2021-07-07 10:52:26
3582,మహిషవాహనుడు,yama,yama.png,7,11,2,2,2021-07-07 11:41:18,2021-07-07 11:41:18
3583,దున్నవయాళికాడు,yama,yama.png,7,14,3,3,2021-07-07 11:41:18,2021-07-07 11:41:18
3584,లులాయధ్వజుడు,yama,yama.png,6,12,3,3,2021-07-07 11:41:18,2021-07-07 11:41:18
3585,యముడు,yama,yama.png,3,5,2,2,2021-07-07 11:41:18,2021-07-07 11:41:18
3586,పాగాకొయ్యలు,wooden peg hangers,cloth_hanger_peg (2).png,5,11,3,3,2021-07-07 13:55:51,2021-07-07 13:55:51
3587,చిలుకకొయ్యలు,wooden peg hangers,cloth_hanger_peg (2).png,6,12,3,3,2021-07-07 13:55:51,2021-07-07 13:55:51
3588,అంతరిక్షయాత్రీకుడు,astronaut,astronaut.jpg,8,18,4,4,2021-07-07 14:09:05,2021-07-07 14:09:05
3589,మరవిహంగము,drone,drone_2.jpg,6,9,2,2,2021-07-07 16:11:55,2021-07-07 16:11:55
3590,అద్దము,mirror,mirror.jpeg,3,6,3,3,2021-07-07 18:41:29,2021-07-07 18:41:29
3591,కురులు,hair,hair.png,3,6,2,2,2021-07-07 18:41:29,2021-07-07 18:41:29
3592,నాగారి,garutmantuDu,,3,6,2,2,2021-07-07 18:55:46,2021-07-07 18:55:46
3593,పాలకూడు,payasam,paramannam_payasam.JPG,4,7,2,2,2021-07-07 19:06:31,2021-07-07 19:06:31
3594,అనాథాశ్రమం,orphanage,orphanage.JPG,5,10,3,3,2021-07-08 09:17:31,2021-07-08 09:17:31
3595,అనాథశరణాలయం,orphanage,orphanage.JPG,8,11,2,2,2021-07-08 09:17:32,2021-07-08 09:17:32
3596,మాగాణి,wet crop,maagaani.JPG,3,6,2,2,2021-07-08 09:17:32,2021-07-08 09:17:32
3597,బురదకయ్య,wet crop,maagaani.JPG,5,8,3,3,2021-07-08 09:17:32,2021-07-08 09:17:32
3598,నీరుపొలం,wet crop,maagaani.JPG,4,8,2,2,2021-07-08 09:17:32,2021-07-08 09:17:32
3599,గాడి,watertrough,,2,4,2,2,2021-07-08 09:31:15,2021-07-08 09:31:15
3600,చీపురు,broom,stick_broom.PNG,3,6,2,2,2021-07-08 09:31:15,2021-07-08 09:31:15
3601,అటుకులు,flattened rice,flattened_rice.jpg,4,7,2,2,2021-07-08 09:44:55,2021-07-08 09:44:55
3602,గాయం,wound,wound.png,2,4,2,2,2021-07-08 09:44:55,2021-07-08 09:44:55
3603,చెరుకు,sugarcane,sugar_cane.jpg,3,6,2,2,2021-07-08 09:44:55,2021-07-08 09:44:55
3604,చెరుకుగడలు,sugarcane,sugar_cane.jpg,6,10,2,2,2021-07-08 09:44:55,2021-07-08 09:44:55
3605,అక్షరమాల,alphabets,english alphabet.jpg,5,8,3,3,2021-07-08 11:06:59,2021-07-08 11:06:59
3606,కన్నడము,kannada,kannada_alphabets.jpeg,4,7,3,3,2021-07-08 11:06:59,2021-07-08 11:06:59
3607,దగా,cheating,cheating.jpg,2,3,2,2,2021-07-08 11:06:59,2021-07-08 11:06:59
3608,మురుగు,anklet,bracelet_man.jpeg,3,6,2,2,2021-07-08 11:06:59,2021-07-08 11:06:59
3609,అగ్నిమాపకదళం,fire engine squad,fire_fighting_squad.jpg,7,12,4,4,2021-07-08 11:10:07,2021-07-08 11:10:07
3610,ముసురు,rain,rain.png,3,6,2,2,2021-07-08 11:10:47,2021-07-08 11:10:47
3611,జడివాన,rain,rain.png,4,6,2,2,2021-07-08 11:10:47,2021-07-08 11:10:47
3612,కున్నడు,boy,baby_boy_in_swing.png,3,7,3,3,2021-07-08 11:14:01,2021-07-08 11:14:01
3613,వెదురుగడలు,bamboo,bamboo3.jpg,6,10,2,2,2021-07-08 11:14:41,2021-07-08 11:14:41
3614,అడుసు,mud,mud (2).png,3,5,2,2,2021-07-08 13:36:17,2021-07-08 13:36:17
3615,బురద,mud,mud (2).png,3,4,2,2,2021-07-08 13:36:17,2021-07-08 13:36:17
3616,పంకము,mud,mud (2).png,3,5,2,2,2021-07-08 13:36:17,2021-07-08 13:36:17
3617,రొంపి,mud,mud (2).png,2,5,3,3,2021-07-08 13:36:17,2021-07-08 13:36:17
3618,గాలిగుమ్మటం,parachute,parachute.jpg,5,11,3,3,2021-07-08 13:36:47,2021-07-08 13:36:47
3619,చెరువు,pond,village_pond_cheruvu.jpg,3,6,2,2,2021-07-08 13:39:48,2021-07-08 13:39:48
3620,అణుశక్తి,nuclear power,nuclear_power.jpg,4,8,4,4,2021-07-08 13:40:58,2021-07-08 13:40:58
3621,అన్వేషణ,search,google_search.PNG,4,7,4,4,2021-07-08 13:51:17,2021-07-08 13:51:17
3622,తిరుగలి,tirugali,tiragali.png,4,7,2,2,2021-07-08 13:51:17,2021-07-08 13:51:17
3623,అన్నకుత్తి,serving spoon,rice_spoon.png,4,10,4,4,2021-07-08 13:51:17,2021-07-08 13:51:17
3624,ధనాగారము,treasury,treasury_2.jpg,5,8,2,2,2021-07-08 13:51:17,2021-07-08 13:51:17
3625,అపాయం,danger,danger_sign.png,3,5,2,2,2021-07-08 13:57:30,2021-07-08 13:57:30
3626,హాని,danger,danger_sign.png,2,4,2,2,2021-07-08 13:57:30,2021-07-08 13:57:30
3627,చెరుపు,danger,danger_sign.png,3,6,2,2,2021-07-08 13:57:30,2021-07-08 13:57:30
3628,చేటు,danger,danger_sign.png,2,4,2,2,2021-07-08 13:57:30,2021-07-08 13:57:30
3629,గాజులజత,bangles,bangles_woman.jpeg,5,7,2,2,2021-07-08 13:58:32,2021-07-08 13:58:32
3630,నూరు,hundred,hundred.png,2,4,2,2,2021-07-08 14:02:36,2021-07-08 14:02:36
3631,వంద,hundred,hundred.png,2,3,2,2,2021-07-08 14:02:36,2021-07-08 14:02:36
3632,శతము,hundred,hundred.png,3,4,2,2,2021-07-08 14:02:36,2021-07-08 14:02:36
3633,అర్పణము,offering,offering.jpg,4,7,3,3,2021-07-08 14:03:45,2021-07-08 14:03:45
3634,గానసభ,music concert,music_concert2.jpg,4,5,2,2,2021-07-08 14:05:26,2021-07-08 14:05:26
3635,సున్న,zero,naught_zero.png,2,5,3,3,2021-07-08 14:23:21,2021-07-08 14:23:21
3636,నాస్తి,zero,naught_zero.png,2,6,4,4,2021-07-08 14:23:21,2021-07-08 14:23:21
3637,గానుగెద్దు,ox,oil_mill_animal_powered_ganuga.jpg,4,10,4,4,2021-07-08 14:23:21,2021-07-08 14:23:21
3638,నైరుతి,south west,south_west_nairuthi.JPG,3,6,2,2,2021-07-08 14:23:21,2021-07-08 14:23:21
3639,నైరుతిదిక్కు,south west,south_west_nairuthi.JPG,5,12,4,4,2021-07-08 14:23:21,2021-07-08 14:23:21
3640,ఆగ్నేయము,south east,south_east_agneyamu.JPG,4,8,4,4,2021-07-08 14:23:21,2021-07-08 14:23:21
3641,ఆగ్నేయదిక్కు,south east,south_east_agneyamu.JPG,5,12,4,4,2021-07-08 14:23:21,2021-07-08 14:23:21
3642,అజాతశత్రువు,panDavulu,pandavulu.jpg,6,11,4,4,2021-07-08 14:31:32,2021-07-08 14:31:32
3643,యుధిష్ఠిరుడు,panDavulu,pandavulu.jpg,5,12,4,4,2021-07-08 14:31:32,2021-07-08 14:31:32
3644,పాండవులు,panDavulu,pandavulu.jpg,4,8,3,3,2021-07-08 14:31:32,2021-07-08 14:31:32
3645,విన్నపత్రిక,petition,petition.jpg,5,11,4,4,2021-07-08 14:32:11,2021-07-08 14:32:11
3646,విజ్ఞాపనపత్రిక,petition,petition.jpg,7,14,4,4,2021-07-08 14:32:11,2021-07-08 14:32:11
3647,నౌకరు,servant,servant.jpg,3,5,2,2,2021-07-08 14:33:57,2021-07-08 14:33:57
3648,పరిచారకుడు,servant,servant.jpg,6,10,2,2,2021-07-08 14:33:57,2021-07-08 14:33:57
3649,పనివాడు,servant,servant.jpg,4,7,2,2,2021-07-08 14:33:57,2021-07-08 14:33:57
3650,చక్రకేళి,bananas,banana.png,4,8,3,3,2021-07-08 14:40:34,2021-07-08 14:40:34
